MerchantID,Total_Transactions,Total_Quantity,Total_Spend,First_Transaction,Last_Transaction,Country,Avg_Order_Value,Cohort_Month,Tenure_Months,Days_Since_Last_Transaction,Is_Churned,Is_Active
12360.0,8,2459,4252.89,2010-02-22 09:32:00,2011-10-18 15:22:00,Austria,3.2079723502304147,2010-02,20.1,51,False,True
12361.0,4,235,511.24999999999994,2010-01-26 14:37:00,2011-02-25 13:51:00,Belgium,3.8706896551724137,2010-01,13.1,286,True,False
12362.0,11,2230,5356.23,2009-12-01 10:10:00,2011-12-06 15:40:00,Belgium,4.413071161048689,2009-12,24.5,2,False,True
12363.0,2,408,552.0,2011-04-11 13:29:00,2011-08-22 10:18:00,Unspecified,2.3117391304347827,2011-04,4.4,109,True,False
12364.0,4,1506,1313.1000000000001,2011-08-19 15:24:00,2011-12-02 10:22:00,Belgium,1.910235294117647,2011-08,3.5,7,False,True
12365.0,2,174,641.3799999999999,2011-02-21 13:51:00,2011-02-21 14:04:00,Cyprus,17.150454545454547,2011-02,0.0,290,True,False
12366.0,1,296,500.24,2010-03-16 10:28:00,2010-03-16 10:28:00,Cyprus,1.6900000000000002,2010-03,0.0,633,True,False
12367.0,1,173,168.89999999999998,2011-12-05 16:48:00,2011-12-05 16:48:00,Denmark,3.2,2011-12,0.0,3,False,True
12368.0,1,330,917.6999999999999,2010-03-21 15:56:00,2010-03-21 15:56:00,Cyprus,4.391666666666667,2010-03,0.0,627,True,False
12369.0,3,1241,1791.1499999999999,2010-03-08 08:09:00,2010-10-22 13:13:00,Austria,3.148924731182796,2010-03,7.6,412,True,False
12370.0,7,2605,4320.3099999999995,2010-02-09 09:41:00,2011-10-19 14:51:00,Austria,3.4257920792079206,2010-02,20.6,50,False,True
12371.0,5,1436,4067.38,2010-03-04 18:23:00,2011-10-26 10:16:00,Switzerland,3.9876047904191623,2010-03,20.0,44,False,True
12372.0,3,794,1298.0400000000002,2011-02-16 12:46:00,2011-09-29 12:12:00,Denmark,3.001346153846154,2011-02,7.5,71,False,True
12373.0,3,516,1127.65,2010-02-04 12:08:00,2011-02-01 13:10:00,Austria,4.627450980392157,2010-02,12.1,310,True,False
12374.0,4,1362,2989.2200000000003,2010-04-30 14:01:00,2011-11-14 15:37:00,Austria,3.47855421686747,2010-04,18.8,24,False,True
12375.0,2,178,457.5,2011-09-02 14:23:00,2011-11-29 10:36:00,Finland,6.912941176470589,2011-09,2.9,10,False,True
12376.0,2,240,503.15000000000003,2010-10-18 08:42:00,2010-11-15 12:15:00,Switzerland,8.03076923076923,2010-10,0.9,389,True,False
12377.0,4,2105,3426.3199999999997,2010-04-29 15:34:00,2011-01-28 15:45:00,Switzerland,2.7402631578947365,2010-04,9.1,314,True,False
12378.0,2,3316,5416.32,2010-05-26 14:07:00,2011-08-02 10:34:00,Switzerland,3.380099667774086,2010-05,14.4,129,True,False
12379.0,4,815,1620.22,2010-06-23 12:49:00,2011-09-19 10:09:00,Belgium,2.9080246913580248,2010-06,15.1,81,False,True
12380.0,11,3355,9676.3,2010-02-15 12:05:00,2011-11-18 11:27:00,Belgium,9.894657039711191,2010-02,21.3,21,False,True
12381.0,5,808,1845.3100000000004,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,4.683218390804598,2011-08,3.8,4,False,True
12383.0,5,1532,1850.5600000000002,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,3.086969696969697,2010-12,5.6,184,True,False
12384.0,2,126,585.2700000000001,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,7.87925925925926,2011-08,3.1,28,False,True
12385.0,1,612,1938.3999999999999,2010-11-25 15:14:00,2010-11-25 15:14:00,Belgium,3.6807692307692306,2010-11,0.0,378,True,False
12386.0,2,568,660.8,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,2.54,2010-12,1.0,337,True,False
12387.0,1,134,143.94,2010-10-20 16:27:00,2010-10-20 16:27:00,Australia,2.7622222222222224,2010-10,0.0,414,True,False
12388.0,8,2001,3901.11,2010-05-06 12:54:00,2011-11-24 12:30:00,Australia,2.8247260273972605,2010-05,18.9,15,False,True
12389.0,3,614,1433.33,2010-02-22 10:15:00,2010-11-02 11:52:00,Australia,2.6542857142857144,2010-02,8.4,402,True,False
12390.0,1,353,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,3.996875,2011-09,0.0,79,False,True
12391.0,6,1220,2773.42,2010-02-15 10:12:00,2011-11-18 12:07:00,Cyprus,3.751779359430605,2010-02,21.4,21,False,True
12392.0,1,73,234.75000000000003,2010-04-27 14:04:00,2010-04-27 14:04:00,Australia,5.035714285714286,2010-04,0.0,590,True,False
12393.0,6,1311,2399.45,2010-10-07 13:49:00,2011-09-28 15:41:00,Australia,2.479906542056075,2010-10,11.9,71,False,True
12394.0,2,819,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,3.3707407407407404,2011-05,5.1,63,False,True
12395.0,15,3733,5067.27,2010-04-16 10:16:00,2011-11-20 15:21:00,Belgium,3.5818503937007873,2010-04,19.4,18,False,True
12396.0,1,591,931.4300000000001,2010-02-03 13:22:00,2010-02-03 13:22:00,RSA,2.2993846153846156,2010-02,0.0,673,True,False
12397.0,2,1263,2409.9000000000005,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,3.4682539682539684,2011-07,3.3,35,False,True
12398.0,1,1394,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,1.992705882352941,2011-10,0.0,45,False,True
12399.0,7,2198,1962.3000000000004,2010-03-05 08:45:00,2011-08-12 13:15:00,Belgium,2.0414545454545454,2010-03,17.5,118,True,False
12400.0,1,91,205.25,2010-10-21 13:45:00,2010-10-21 13:45:00,Australia,2.9136363636363636,2010-10,0.0,413,True,False
12401.0,1,11,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,9.68,2011-02,0.0,302,True,False
12402.0,6,584,1256.9000000000003,2010-02-07 12:41:00,2011-01-20 13:49:00,Belgium,3.3049999999999997,2010-02,11.6,322,True,False
12403.0,2,260,1019.3600000000001,2010-07-06 11:39:00,2011-10-21 10:51:00,Denmark,7.103333333333334,2010-07,15.7,49,False,True
12404.0,1,1,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,Finland,63.24,2010-01,0.0,681,True,False
12405.0,1,857,1710.3900000000003,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,3.5442592592592597,2011-07,0.0,148,True,False
12406.0,5,3416,6390.36,2010-01-11 14:04:00,2011-11-17 19:22:00,Denmark,2.529879518072289,2010-01,22.5,21,False,True
12407.0,5,1416,1708.1199999999997,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,3.2674025974025973,2011-03,7.1,49,False,True
12408.0,8,2229,4340.7699999999995,2010-07-29 13:27:00,2011-11-07 12:27:00,Belgium,3.0869811320754716,2010-07,15.5,32,False,True
12409.0,7,13143,23419.289999999997,2010-05-23 15:21:00,2011-09-22 10:38:00,Switzerland,3.2362121212121213,2010-05,16.2,78,False,True
12410.0,3,341,1013.71,2010-07-25 13:26:00,2011-02-04 10:39:00,Switzerland,6.01475,2010-07,6.4,308,True,False
12411.0,1,138,346.9,2010-10-26 09:25:00,2010-10-26 09:25:00,Australia,3.3954545454545455,2010-10,0.0,409,True,False
12412.0,6,1997,2596.9300000000003,2010-06-18 13:22:00,2011-09-26 10:16:00,Denmark,2.567795275590551,2010-06,15.5,74,False,True
12413.0,4,319,999.45,2010-11-02 13:26:00,2011-10-04 09:00:00,Spain,5.902745098039216,2010-11,11.2,66,False,True
12414.0,6,495,952.4100000000001,2010-09-02 12:22:00,2011-05-06 14:51:00,Austria,16.35,2010-09,8.2,216,True,False
12415.0,28,91743,144458.37,2010-06-30 08:30:00,2011-11-15 14:22:00,Australia,2.9623922413793102,2010-06,16.8,23,False,True
12416.0,1,132,202.56,2010-02-21 10:19:00,2010-02-21 10:19:00,Australia,1.5345454545454544,2010-02,0.0,656,True,False
12417.0,20,2900,6816.91,2009-12-06 10:30:00,2011-12-06 14:52:00,Belgium,5.43277628032345,2009-12,24.3,2,False,True
12418.0,4,1088,2021.2,2010-03-19 14:47:00,2011-08-19 11:08:00,Switzerland,3.3453921568627454,2010-03,17.2,112,True,False
12419.0,2,231,503.01,2010-10-22 10:40:00,2010-11-19 10:04:00,Spain,5.0436000000000005,2010-10,0.9,385,True,False
12420.0,1,345,600.3900000000001,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,4.707241379310345,2011-10,0.0,63,False,True
12421.0,6,652,1098.6000000000001,2010-07-22 13:57:00,2011-11-24 09:07:00,Spain,4.771076923076923,2010-07,16.3,15,False,True
12422.0,17,2596,5231.800000000001,2009-12-18 12:44:00,2011-09-05 09:48:00,Australia,10.177732558139535,2009-12,20.8,95,True,False
12423.0,10,1793,2622.39,2010-08-31 09:31:00,2011-12-09 10:10:00,Denmark,2.970242424242424,2010-08,15.5,0,False,True
12424.0,4,2025,3340.0299999999997,2010-06-09 15:15:00,2011-06-30 12:06:00,Australia,2.1891304347826086,2010-06,12.8,162,True,False
12425.0,2,1147,1741.4099999999999,2010-09-17 14:10:00,2011-09-22 17:31:00,Portugal,2.4042857142857144,2010-09,12.3,77,False,True
12426.0,2,584,1345.21,2010-02-15 08:41:00,2011-05-29 12:26:00,Germany,3.5572727272727276,2010-02,15.6,194,True,False
12427.0,3,612,1129.3000000000002,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,4.6709756097560975,2010-12,11.6,21,False,True
12428.0,9,3536,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,4.627414965986395,2011-03,8.6,25,False,True
12429.0,8,3344,7485.91,2010-06-11 13:28:00,2011-11-30 17:22:00,Denmark,3.334682080924855,2010-06,17.9,8,False,True
12430.0,1,117,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,6.225454545454546,2011-10,0.0,42,False,True
12431.0,27,4729,10857.970000000001,2010-01-15 09:04:00,2011-11-04 11:55:00,Belgium,3.8110098522167486,2010-01,21.9,35,False,True
12432.0,5,1801,5059.319999999999,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,10.550833333333333,2011-06,4.3,42,False,True
12433.0,10,17116,20581.260000000002,2010-08-20 09:23:00,2011-12-09 10:02:00,Norway,2.1206940509915015,2010-08,15.9,0,False,True
12434.0,3,532,1103.4300000000003,2010-11-23 13:38:00,2011-09-16 12:38:00,Australia,3.5964285714285715,2010-11,9.9,84,False,True
12435.0,6,4958,13925.93,2009-12-02 13:58:00,2011-09-21 09:06:00,Denmark,3.729107142857143,2009-12,21.9,79,False,True
12436.0,1,211,509.01000000000005,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,5.2675,2011-09,0.0,99,True,False
12437.0,39,8001,12683.400000000001,2009-12-02 16:24:00,2011-12-08 11:35:00,France,3.3659219858156026,2009-12,24.5,1,False,True
12438.0,2,1180,2906.8500000000004,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,3.894897959183673,2011-07,4.2,13,False,True
12439.0,2,484,1158.18,2009-12-14 08:40:00,2010-01-26 12:11:00,Cyprus,3.6904166666666662,2009-12,1.4,682,True,False
12440.0,2,331,859.1999999999999,2009-12-22 12:03:00,2010-09-03 13:11:00,Austria,5.448125,2009-12,8.5,461,True,False
12441.0,1,242,347.1,2010-12-08 10:45:00,2010-12-08 10:45:00,France,3.700909090909091,2010-12,0.0,366,True,False
12442.0,1,182,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,3.34,2011-12,0.0,2,False,True
12443.0,1,182,485.31,2009-12-07 15:42:00,2009-12-07 15:42:00,Norway,5.87047619047619,2009-12,0.0,731,True,False
12444.0,5,1155,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,6.32276836158192,2011-06,5.0,20,False,True
12445.0,2,206,434.98,2010-10-15 12:28:00,2011-11-17 18:43:00,Spain,3.6370833333333334,2010-10,13.3,21,False,True
12446.0,1,352,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,4.277586206896552,2011-10,0.0,57,False,True
12447.0,1,190,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,3.5742307692307693,2011-04,0.0,242,True,False
12448.0,1,243,449.4500000000001,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,5.951818181818182,2011-10,0.0,43,False,True
12449.0,6,2282,4835.889999999999,2010-09-27 09:37:00,2011-11-17 13:46:00,Denmark,3.6448756218905474,2010-09,13.9,21,False,True
12450.0,5,442,688.2,2010-08-22 13:11:00,2011-07-06 14:41:00,Spain,2.227837837837838,2010-08,10.6,155,True,False
12451.0,8,9359,12669.880000000001,2010-06-28 12:58:00,2011-11-29 08:40:00,Switzerland,2.3956947162426614,2010-06,17.3,10,False,True
12452.0,2,185,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,4.485,2011-11,0.0,16,False,True
12453.0,1,473,707.0899999999999,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,2.393255813953488,2011-07,0.0,133,True,False
12454.0,5,7703,16679.78,2010-10-14 17:33:00,2011-10-14 17:13:00,Spain,9.969750000000001,2010-10,12.1,55,False,True
12455.0,10,3302,5879.95,2009-12-18 12:33:00,2011-09-27 15:31:00,Cyprus,3.915022026431718,2009-12,21.6,72,False,True
12456.0,3,1633,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,3.62456,2011-03,7.0,43,False,True
12457.0,8,1095,2995.91,2010-09-30 17:59:00,2011-10-04 13:13:00,Switzerland,5.553176470588235,2010-09,12.3,65,False,True
12458.0,4,986,1777.4899999999998,2010-08-09 10:33:00,2011-09-29 15:25:00,Switzerland,3.9648809523809527,2010-08,13.9,70,False,True
12459.0,1,258,454.3599999999999,2010-04-13 14:53:00,2010-04-13 14:53:00,Spain,4.148695652173913,2010-04,0.0,604,True,False
12460.0,1,170,326.65,2010-09-09 13:51:00,2010-09-09 13:51:00,Belgium,4.381111111111111,2010-09,0.0,455,True,False
12461.0,2,287,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,4.258857142857143,2011-07,2.0,93,True,False
12462.0,2,536,1189.5900000000001,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,4.689516129032258,2011-02,9.5,18,False,True
12463.0,4,776,1344.7800000000002,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,3.0434939759036146,2011-04,6.3,52,False,True
12464.0,8,112,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,11.832758620689654,2011-02,10.0,9,False,True
12465.0,2,479,742.19,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,2.76,2011-06,5.1,16,False,True
12466.0,1,1,56.73,2010-01-26 16:26:00,2010-01-26 16:26:00,France,56.73,2010-01,0.0,681,True,False
12467.0,1,129,132.8,2010-10-12 15:41:00,2010-10-12 15:41:00,USA,1.6177777777777778,2010-10,0.0,422,True,False
12468.0,5,2201,3670.74,2010-01-26 10:09:00,2011-06-05 11:36:00,Germany,2.7754,2010-01,16.5,187,True,False
12469.0,2,2552,3070.54,2010-06-21 10:30:00,2010-07-05 12:40:00,Thailand,2.999605263157895,2010-06,0.5,522,True,False
12470.0,1,95,211.95,2010-01-19 11:01:00,2010-01-19 11:01:00,Unspecified,3.928260869565217,2010-01,0.0,689,True,False
12471.0,79,16891,39963.79,2009-12-07 10:41:00,2011-12-07 15:43:00,Germany,3.8030667838312833,2009-12,24.3,1,False,True
12472.0,19,11350,17880.590000000004,2009-12-14 10:49:00,2011-11-07 14:01:00,Germany,2.3951591657519207,2009-12,23.1,31,False,True
12473.0,5,2439,3938.55,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,8.323928571428572,2011-06,5.4,28,False,True
12474.0,31,7954,12424.45,2010-02-11 09:41:00,2011-11-22 14:39:00,Germany,2.950211267605634,2010-02,21.6,16,False,True
12475.0,2,771,1149.64,2010-10-26 08:49:00,2011-10-17 10:10:00,Germany,3.0937704918032787,2010-10,11.9,53,False,True
12476.0,23,5645,14115.41,2010-07-26 09:04:00,2011-11-24 12:40:00,Germany,4.449825581395349,2010-07,16.2,15,False,True
12477.0,9,6119,20276.37,2010-03-26 14:01:00,2011-11-17 09:51:00,Germany,4.182943262411348,2010-03,20.0,22,False,True
12478.0,1,236,680.9900000000001,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,4.537777777777778,2011-12,0.0,3,False,True
12479.0,1,385,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,2.6687096774193546,2011-11,0.0,10,False,True
12480.0,7,2952,5464.85,2010-07-20 13:21:00,2011-11-11 14:52:00,Germany,3.2431404958677685,2010-07,16.0,27,False,True
12481.0,15,7253,12361.39,2010-04-11 13:10:00,2011-11-17 08:29:00,Germany,3.957161125319693,2010-04,19.5,22,False,True
12482.0,29,27042,23691.4,2010-02-24 10:24:00,2010-05-12 16:51:00,Sweden,9.930196078431372,2010-02,2.6,575,True,False
12483.0,19,2172,5120.58,2010-01-31 13:28:00,2011-11-22 17:02:00,Sweden,6.178489208633094,2010-01,22.0,16,False,True
12484.0,12,3271,6370.15,2010-01-27 16:41:00,2011-11-07 11:37:00,Spain,3.0685052631578946,2010-01,21.6,32,False,True
12485.0,1,414,708.1000000000001,2010-06-28 15:22:00,2010-06-28 15:22:00,Sweden,2.4105882352941173,2010-06,0.0,528,True,False
12486.0,1,523,1037.2800000000002,2010-10-04 12:14:00,2010-10-04 12:14:00,Sweden,4.103673469387755,2010-10,0.0,431,True,False
12487.0,1,174,285.29999999999995,2009-12-09 11:36:00,2009-12-09 11:36:00,Sweden,2.0,2009-12,0.0,730,True,False
12488.0,3,529,1298.6600000000003,2011-09-25 10:34:00,2011-11-30 08:50:00,France,3.7347272727272727,2011-09,2.2,9,False,True
12489.0,1,105,334.92999999999995,2011-01-07 13:13:00,2011-01-07 13:13:00,France,5.908,2011-01,0.0,335,True,False
12490.0,21,5906,9823.64,2009-12-01 12:52:00,2011-12-04 16:07:00,France,2.85982683982684,2009-12,24.4,4,False,True
12491.0,1,260,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,France,3.376923076923077,2011-11,0.0,38,False,True
12492.0,3,444,715.21,2010-11-01 14:58:00,2011-10-07 15:15:00,Germany,3.2607142857142852,2010-11,11.3,62,False,True
12493.0,2,207,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,France,4.309090909090909,2011-05,1.0,165,True,False
12494.0,9,988,1872.8699999999997,2010-05-12 13:52:00,2011-11-24 09:34:00,France,4.033153153153153,2010-05,18.7,15,False,True
12495.0,1,130,357.4,2010-03-09 10:53:00,2010-03-09 10:53:00,Sweden,5.705882352941177,2010-03,0.0,640,True,False
12496.0,2,33,54.09,2010-03-29 13:57:00,2010-03-29 14:06:00,Spain,2.1553846153846155,2010-03,0.0,619,True,False
12497.0,3,5685,6248.5,2010-03-05 09:39:00,2011-09-19 12:29:00,Germany,1.8759649122807018,2010-03,18.8,81,False,True
12498.0,3,159,403.7,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,4.197826086956522,2011-10,1.2,20,False,True
12499.0,1,302,393.71999999999997,2010-05-28 15:12:00,2010-05-28 15:12:00,Germany,2.3296296296296295,2010-05,0.0,559,True,False
12500.0,19,3377,5955.21,2010-02-04 15:05:00,2011-11-16 16:20:00,Germany,4.723698630136986,2010-02,21.7,22,False,True
12501.0,1,1783,2169.3900000000003,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,2.4126845637583894,2011-01,0.0,336,True,False
12502.0,5,820,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,6.425238095238095,2011-02,7.1,95,True,False
12503.0,1,561,1126.0,2010-05-04 13:59:00,2010-05-04 13:59:00,Spain,115.8,2010-05,0.0,583,True,False
12504.0,4,458,779.0500000000001,2010-04-22 10:24:00,2011-11-21 16:02:00,Germany,6.285,2010-04,19.3,17,False,True
12505.0,1,324,955.1999999999999,2010-10-27 09:18:00,2010-10-27 09:18:00,Italy,4.436904761904762,2010-10,0.0,408,True,False
12506.0,1,23,73.50000000000001,2011-04-21 08:54:00,2011-04-21 08:54:00,France,3.1956521739130435,2011-04,0.0,232,True,False
12507.0,4,1267,1844.06,2010-05-04 09:23:00,2011-07-28 17:09:00,Spain,4.0244,2010-05,15.0,133,True,False
12508.0,2,272,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,France,1.7204347826086959,2011-11,0.1,25,False,True
12509.0,1,55,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,France,5.564285714285715,2011-02,0.0,283,True,False
12510.0,9,2049,5178.02,2009-12-04 13:47:00,2011-07-20 10:15:00,Spain,13.312689655172413,2009-12,19.7,142,True,False
12511.0,1,1753,3084.0200000000004,2010-10-07 10:39:00,2010-10-07 10:39:00,Greece,3.4306842105263162,2010-10,0.0,428,True,False
12512.0,2,99,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,2.5794117647058825,2011-10,0.0,65,False,True
12513.0,1,462,612.2900000000001,2011-08-19 10:51:00,2011-08-19 10:51:00,France,2.180571428571428,2011-08,0.0,112,True,False
12514.0,2,840,1597.7600000000002,2010-03-08 12:18:00,2011-03-17 16:38:00,Italy,2.7076190476190476,2010-03,12.5,266,True,False
12515.0,1,131,383.70000000000005,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,6.78125,2010-12,0.0,352,True,False
12516.0,4,1952,2648.6200000000003,2010-04-19 14:14:00,2011-09-23 09:13:00,Germany,2.2324324324324323,2010-04,17.4,77,False,True
12517.0,5,1371,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,2.3527464788732395,2011-06,5.4,27,False,True
12518.0,5,1318,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,2.837177419354839,2011-08,3.6,0,False,True
12519.0,2,395,726.54,2010-08-20 08:21:00,2011-10-07 09:26:00,Germany,3.14675,2010-08,13.8,63,False,True
12520.0,5,1439,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,Germany,3.288421052631579,2011-03,6.5,78,False,True
12521.0,1,309,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,Germany,2.995789473684211,2011-07,0.0,142,True,False
12522.0,2,194,192.72000000000003,2011-10-19 14:41:00,2011-10-31 15:30:00,Germany,5.0008333333333335,2011-10,0.4,38,False,True
12523.0,23,2275,4372.15,2009-12-07 13:46:00,2011-11-20 12:55:00,France,4.41076,2009-12,23.7,18,False,True
12524.0,17,7178,11126.11,2010-02-08 14:41:00,2011-11-30 15:31:00,Germany,3.1449166666666666,2010-02,22.0,8,False,True
12525.0,3,509,973.7300000000001,2010-03-02 14:01:00,2010-07-29 16:08:00,France,3.006,2010-03,5.0,497,True,False
12526.0,3,632,1316.6600000000003,2011-09-06 14:19:00,2011-12-09 12:09:00,Germany,3.3538028169014087,2011-09,3.1,0,False,True
12527.0,5,526,735.51,2010-06-28 15:37:00,2011-09-19 11:55:00,Germany,2.5915625,2010-06,14.9,81,False,True
12528.0,6,756,1933.4800000000002,2011-01-31 09:05:00,2011-11-30 14:40:00,Germany,5.487934782608695,2011-01,10.1,8,False,True
12529.0,1,192,316.47999999999996,2010-06-29 13:10:00,2010-06-29 13:10:00,France,3.040952380952381,2010-06,0.0,527,True,False
12530.0,9,2713,3759.26,2010-03-07 14:37:00,2011-10-11 12:34:00,Germany,3.2787341772151897,2010-03,19.4,59,False,True
12531.0,2,1119,1933.2,2010-01-22 14:17:00,2011-11-25 11:12:00,Germany,2.5638582677165354,2010-01,22.4,14,False,True
12532.0,1,153,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,France,3.698125,2011-11,0.0,29,False,True
12533.0,2,704,1367.89,2009-12-01 11:50:00,2010-03-22 10:56:00,Germany,3.3030555555555554,2009-12,3.7,627,True,False
12534.0,1,651,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,Germany,3.035396825396825,2011-08,0.0,130,True,False
12535.0,2,219,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,France,4.451470588235294,2011-06,3.1,91,True,False
12536.0,3,2803,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,France,34.75452107279693,2011-10,0.5,42,False,True
12537.0,1,449,732.94,2010-10-27 08:36:00,2010-10-27 08:36:00,Sweden,2.9227906976744187,2010-10,0.0,408,True,False
12538.0,2,336,640.4499999999999,2010-11-26 13:02:00,2011-11-10 17:16:00,Spain,3.828823529411765,2010-11,11.6,28,False,True
12539.0,7,4535,11214.75,2009-12-23 13:00:00,2011-11-17 13:30:00,Spain,3.777123015873016,2009-12,23.1,21,False,True
12540.0,33,11019,22254.489999999998,2009-12-07 16:56:00,2011-11-20 11:31:00,Spain,3.8881841763942933,2009-12,23.7,19,False,True
12541.0,3,680,981.1800000000002,2011-03-04 09:32:00,2011-11-10 10:40:00,Spain,3.615769230769231,2011-03,8.4,29,False,True
12542.0,2,522,481.88,2010-03-09 16:26:00,2010-08-12 19:12:00,Spain,2.465128205128205,2010-03,5.2,483,True,False
12543.0,1,688,980.25,2010-09-17 15:51:00,2010-09-17 15:51:00,Spain,2.6132558139534883,2010-09,0.0,447,True,False
12544.0,1,136,372.70000000000005,2011-11-03 16:15:00,2011-11-03 16:15:00,Spain,4.106315789473685,2011-11,0.0,35,False,True
12545.0,2,523,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,Spain,4.0238,2011-03,6.1,74,False,True
12546.0,2,633,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,Spain,3.199275362318841,2011-09,1.0,46,False,True
